Date,Adj Close,Close,High,Low,Open,Volume,ret_1,ret_5,ret_1_ma_5,ret_1_ma_10,ret_1_vol_5,ret_1_vol_10,hl_range,oc_change,vol_chg_1,log_vol,target_up
2015-01-16,23.49710464477539,26.497499465942383,26.895000457763672,26.299999237060547,26.75749969482422,314053200,-0.0077700976729632165,-0.05374523843986001,-0.010896574503968503,-0.0029043377779558567,0.015031698042721765,0.020765419251146448,0.02245499510125054,-0.009716910467988477,0.3082497417269303,19.565072959457204,1
2015-01-20,24.102319717407227,27.18000030517578,27.24250030517578,26.625,26.959999084472656,199599600,0.02575717909196018,-0.004851247407751669,-0.0008170035483703097,0.0024885408185820967,0.019687663436234994,0.020475025427347925,0.02271892193681076,0.0081602829441427,-0.3644401649147342,19.111823922841644,1
2015-01-21,24.28632354736328,27.387500762939453,27.764999389648438,27.0674991607666,27.237499237060547,194303600,0.007634306675271096,-0.006078734907684513,-0.0010658881551066867,0.0032425577108334603,0.019541776081484805,0.020515848404281473,0.02546783055961381,0.005507169530263172,-0.02653311930484825,19.08493244737202,1
2015-01-22,24.91814613342285,28.100000381469727,28.11750030517578,27.43000030517578,27.565000534057617,215185600,0.02601550337497094,0.023679402567006402,0.004899321328259432,0.004441889119462772,0.022778685541762683,0.021540976354426308,0.024466191838679305,0.019408664503782487,0.10747098870015792,19.187011474162038,1
2015-01-23,25.04673194885254,28.2450008392334,28.4375,27.88249969482422,28.075000762939453,185859200,0.005160158569225137,0.05766713798640688,0.011359410007692828,0.001115678164646594,0.014494326517064357,0.017985598935809373,0.019649505706682946,0.006055211813862344,-0.13628421232647536,19.040499961149546,1
2015-01-26,25.07332420349121,28.274999618530273,28.59000015258789,28.200000762939453,28.434999465942383,222460000,0.001062091641194307,0.06708180728043933,0.013125847870524333,0.0011146366832779143,0.011883151860445374,0.01798560201503853,0.013793082048101883,-0.005626863035596217,0.19692756667412747,19.220257872623346,0
2015-01-27,24.1954288482666,27.28499984741211,28.1200008392334,27.25749969482422,28.104999542236328,382274800,-0.035013254976999475,0.0038631177725312327,0.0009717610567324009,7.737875418104557e-05,0.02227134232431066,0.019839540538618982,0.031610817270757104,-0.02917629276570239,0.718397914231772,19.7616502822907,1
2015-01-28,25.563270568847656,28.827499389648438,29.530000686645508,28.827499389648438,29.407499313354492,585908400,0.056532877070278875,0.05257867956529938,0.010751475135733957,0.004842793490313635,0.03372122779838792,0.026718977971280426,0.024369137520451355,-0.019722857680818374,0.5326890498667451,20.18867402303656,1
2015-01-29,26.35913848876953,29.725000381469727,29.797500610351562,28.889999389648438,29.079999923706055,337745600,0.03113350137277493,0.05782918070960563,0.011775074735294756,0.008337198031777094,0.03437179974798082,0.027727536441413268,0.03052989769745646,0.022180208371935607,-0.4235522139638209,19.637803510293413,0
2015-01-30,25.9733943939209,29.290000915527344,30.0,29.212499618530273,29.600000381469727,334982000,-0.014634128187044793,0.03699770030958538,0.007816217384040768,0.009587813695866799,0.03640401281841216,0.026188920763445676,0.026886321504082076,-0.010472954795515797,-0.00818249001615412,19.629587359987713,1
2015-02-02,26.29928207397461,29.657499313354492,29.792499542236328,29.020000457763672,29.512500762939453,250956400,0.0125468892570888,0.048894773244070544,0.010113176907219667,0.011619512388871999,0.03623323586052287,0.025470935903242075,0.02604734392170439,0.0049131231399110065,-0.2508361643312178,19.34078978081304,1
2015-02-03,26.3037166595459,29.662500381469727,29.772499084472656,29.40250015258789,29.625,207662800,0.00016862743761336674,0.0871358089555978,0.017149553390142236,0.009060657223437319,0.02768725231583287,0.02517646372411748,0.012473625861827391,0.0012658356614253692,-0.17251442880117818,19.151426173143104,1
2015-02-04,26.505460739135742,29.889999389648438,30.127500534057617,29.577499389648438,29.625,280598800,0.007669582983666157,0.03685716841543085,0.007376894572819692,0.009064184854276824,0.01679013933992703,0.02517624413361563,0.018400841607231922,0.008945127076740507,0.35122323304896197,19.45243645263705,1
