Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,170.58963012695312,205.42999267578125,206.8800048828125,204.17999267578125,206.3800048828125,121465900
2015-01-05,167.50880432128906,201.72000122070312,204.3699951171875,201.35000610351562,204.1699981689453,169632600
2015-01-06,165.93104553222656,199.82000732421875,202.72000122070312,198.86000061035156,202.08999633789062,209151400
2015-01-07,167.9987335205078,202.30999755859375,202.72000122070312,200.8800048828125,201.4199981689453,125346700
2015-01-08,170.97987365722656,205.89999389648438,206.16000366210938,203.99000549316406,204.00999450683594,147217800
2015-01-09,169.60975646972656,204.25,206.4199981689453,203.50999450683594,206.39999389648438,158567300
2015-01-12,168.28114318847656,202.64999389648438,204.60000610351562,201.9199981689453,204.41000366210938,144396100
2015-01-13,167.80775451660156,202.0800018310547,205.47999572753906,200.50999450683594,204.1199951171875,214553300
2015-01-14,166.79470825195312,200.86000061035156,201.10000610351562,198.57000732421875,199.64999389648438,192991100
2015-01-15,165.26673889160156,199.02000427246094,202.00999450683594,198.8800048828125,201.6300048828125,176613900
2015-01-16,167.43409729003906,201.6300048828125,201.82000732421875,198.5500030517578,198.77000427246094,211879600
2015-01-20,167.7911834716797,202.05999755859375,202.72000122070312,200.1699981689453,202.39999389648438,130991100
2015-01-21,168.63824462890625,203.0800018310547,203.66000366210938,200.94000244140625,201.5,122942700
2015-01-22,171.14596557617188,206.10000610351562,206.25999450683594,202.3300018310547,203.99000549316406,174356000
2015-01-23,170.20767211914062,204.97000122070312,206.10000610351562,204.80999755859375,205.7899932861328,117516800
2015-01-26,170.6062469482422,205.4499969482422,205.55999755859375,203.85000610351562,204.7100067138672,92009700
2015-01-27,168.35580444335938,202.74000549316406,204.1199951171875,201.74000549316406,202.97000122070312,134044600
2015-01-28,166.19680786132812,200.13999938964844,204.2899932861328,199.91000366210938,204.1699981689453,168514300
2015-01-29,167.73304748535156,201.99000549316406,202.3000030517578,198.67999267578125,200.3800048828125,173585400
2015-01-30,165.62380981445312,199.4499969482422,202.1699981689453,199.1300048828125,200.57000732421875,197729700
2015-02-02,167.6748809814453,201.9199981689453,202.02999877929688,197.86000061035156,200.0500030517578,163107000
2015-02-03,170.0996856689453,204.83999633789062,204.85000610351562,202.5500030517578,203.0,124212900
2015-02-04,169.4519500732422,204.05999755859375,205.3800048828125,203.50999450683594,203.9199981689453,134306700
2015-02-05,171.1626434326172,206.1199951171875,206.3000030517578,204.77000427246094,204.86000061035156,97953200
2015-02-06,170.68930053710938,205.5500030517578,207.24000549316406,204.9199981689453,206.55999755859375,125672000
2015-02-09,169.92529296875,204.6300048828125,205.63999938964844,204.13999938964844,204.77000427246094,87219000
2015-02-10,171.73556518554688,206.80999755859375,207.1199951171875,204.67999267578125,205.8800048828125,96164200
2015-02-11,171.83522033691406,206.92999267578125,207.4499969482422,205.8300018310547,206.61000061035156,91087800
2015-02-12,173.4877471923828,208.9199981689453,208.99000549316406,206.97000122070312,207.88999938964844,97545900
2015-02-13,174.20188903808594,209.77999877929688,209.83999633789062,208.75999450683594,209.07000732421875,93670400
2015-02-17,174.47589111328125,210.11000061035156,210.32000732421875,209.10000610351562,209.39999389648438,76968200
2015-02-18,174.49249267578125,210.1300048828125,210.22000122070312,209.33999633789062,209.66000366210938,80652900
2015-02-19,174.36793518066406,209.97999572753906,210.4199981689453,209.24000549316406,209.41000366210938,91462500
2015-02-20,175.41419982910156,211.24000549316406,211.3300018310547,208.72999572753906,209.47999572753906,140896400
2015-02-23,175.38934326171875,211.2100067138672,211.2100067138672,210.47999572753906,210.94000244140625,74411100
2015-02-24,175.88754272460938,211.80999755859375,212.0500030517578,210.75999450683594,211.1199951171875,72472300
2015-02-25,175.7381134033203,211.6300048828125,212.24000549316406,211.22000122070312,211.66000366210938,73061700
2015-02-26,175.53054809570312,211.3800048828125,211.7100067138672,210.64999389648438,211.52000427246094,72697900
2015-02-27,174.93258666992188,210.66000366210938,211.5800018310547,210.60000610351562,211.25999450683594,108076000
2015-03-02,176.03707885742188,211.99000549316406,212.05999755859375,210.72000122070312,210.77999877929688,87491400
2015-03-03,175.3146209716797,211.1199951171875,212.0500030517578,210.0800018310547,211.47000122070312,110325800
2015-03-04,174.5755615234375,210.22999572753906,210.49000549316406,209.05999755859375,210.39999389648438,114497200
2015-03-05,174.7665252685547,210.4600067138672,210.8000030517578,209.85000610351562,210.6199951171875,76873000
2015-03-06,172.30856323242188,207.5,209.94000244140625,207.10000610351562,209.4199981689453,188128000
2015-03-09,173.02268981933594,208.36000061035156,208.7899932861328,207.5500030517578,207.74000549316406,89818900
2015-03-10,170.21595764160156,204.97999572753906,206.80999755859375,204.92999267578125,206.7100067138672,157121300
2015-03-11,169.81735229492188,204.5,205.5,204.39999389648438,205.2899932861328,110145700
2015-03-12,171.9763946533203,207.10000610351562,207.17999267578125,205.1999969482422,205.25999450683594,93993500
2015-03-13,170.92176818847656,205.8300018310547,207.92999267578125,204.5800018310547,206.77000427246094,162410900
2015-03-16,173.20535278320312,208.5800018310547,208.69000244140625,205.86000061035156,206.7100067138672,136099200
2015-03-17,172.69053649902344,207.9600067138672,208.4199981689453,206.97999572753906,207.69000244140625,94510400
2015-03-18,174.7665252685547,210.4600067138672,211.27000427246094,206.6199951171875,207.38999938964844,228808500
2015-03-19,173.96937561035156,209.5,210.47000122070312,209.02999877929688,209.9600067138672,117917300
2015-03-20,175.50497436523438,210.41000366210938,211.02000427246094,209.49000549316406,209.7100067138672,177715100
2015-03-23,175.16297912597656,210.0,211.11000061035156,210.0,210.4199981689453,71784500
2015-03-24,174.17880249023438,208.82000732421875,210.39999389648438,208.74000549316406,209.85000610351562,77805300
2015-03-25,171.62635803222656,205.75999450683594,209.35000610351562,205.7100067138672,209.07000732421875,159521700
2015-03-26,171.21763610839844,205.27000427246094,206.3699951171875,204.1199951171875,204.9600067138672,153067200
2015-03-27,171.6096649169922,205.74000549316406,205.9499969482422,204.89999389648438,205.1300048828125,118939000
2015-03-30,173.70327758789062,208.25,208.61000061035156,206.9600067138672,206.97999572753906,96180400
2015-03-31,172.1851806640625,206.42999267578125,208.10000610351562,206.36000061035156,207.25999450683594,126768700
2015-04-01,171.57630920410156,205.6999969482422,206.4199981689453,204.50999450683594,206.38999938964844,137303600
