Date,Adj Close,Close,High,Low,Open,Volume,ret_1,ret_5,ret_10,ret_1_ma_5,ret_1_ma_10,ret_1_ma_20,ret_1_vol_5,ret_1_vol_10,ret_1_vol_20,hl_range,oc_change,close_ma_10,close_ma_20,close_ma_50,close_vs_ma_10,close_vs_ma_20,close_vs_ma_50,ma_10_20_diff,vol_chg_1,log_vol,target_up
2015-03-16,27.809696197509766,31.237499237060547,31.237499237060547,30.717500686645508,30.969999313354492,143497200,0.011004131812039075,-0.017225125467355884,-0.03207064456653996,-0.0033488871396623932,-0.003179401704503948,-0.0007553820000570533,0.017319914435806754,0.012886267143113087,0.013711651622896245,0.016646612664758597,0.00863738875159441,31.444749641418458,31.927749729156496,29.914599952697753,-0.006590938287672765,-0.02161914002556875,0.04422252968298479,-0.015127908851558125,-0.3078107483893624,18.78182608774724,1
2015-03-17,28.274864196777344,31.760000228881836,31.829999923706055,31.412500381469727,31.475000381469727,204092400,0.016726722835782804,0.020319642887233424,-0.017934444062135957,0.004133624748626152,-0.0017158891390452792,-0.000214135561287071,0.015987793176064156,0.014304446094448647,0.014193448185634928,0.013145451487014265,0.00905480044346234,31.38674964904785,31.9178747177124,30.003149948120118,0.011891979386444929,-0.004946271962868343,0.05855552779623374,-0.01664036447795847,0.42227444159189176,19.13408339533781,1
2015-03-18,28.59313201904297,32.11750030517578,32.290000915527344,31.592500686645508,31.75,261083600,0.01125629955030183,0.05096534248860696,-0.0005445158634316272,0.010031184929370407,4.3636394486568086e-05,5.610649411680324e-07,0.009988314083279241,0.014747882091896416,0.014339441844839408,0.021717139324489484,0.011574812761441929,31.38499984741211,31.914749717712404,30.114249954223634,0.023339189463914334,0.006352880384672188,0.06652167508728479,-0.016598904111295165,0.2792421471843145,19.38035122434339,0
2015-03-19,28.377243041992188,31.875,32.3125,31.850000381469727,32.1875,183238000,-0.007550410301909505,0.024507859594615322,0.008622706323181184,0.004905266607381909,0.0009456591073145227,-0.0002720789848418559,0.01131407005515753,0.01386842631675546,0.014432967477182307,0.01450979195389093,-0.009708737864077669,31.412249755859374,31.902874755859376,30.22044994354248,0.014731521866061525,-0.000873738058801643,0.05474935216214627,-0.015378708149487164,-0.29816350012026804,19.026296417733178,0
2015-03-20,28.02113151550293,31.475000381469727,32.099998474121094,31.290000915527344,32.0625,274780400,-0.012549007640165422,0.018690875122876482,-0.005529201869503009,0.003777547251209756,-0.00045954211276367786,-0.0013082499105263156,0.012949087087826421,0.014503059939626573,0.014538166170257544,0.025734632208952085,-0.0183235748469481,31.39474983215332,31.85787477493286,30.311199951171876,0.0025561773782385444,-0.012018202600394323,0.0383950629527241,-0.014537220265048778,0.4995819644396904,19.43148279480831,1
2015-03-23,28.312700271606445,31.802499771118164,31.962499618530273,31.6299991607666,31.780000686645508,150838800,0.010405063881786303,0.01808725243240006,0.0005505717725362569,0.003657733665159202,0.00015442326274840435,-0.0021393480677883493,0.012868023366364318,0.014851089310740282,0.013251229444878833,0.010455167365982856,0.000707963624497678,31.396499824523925,31.78549976348877,30.387799949645995,0.012931376072599976,0.0005348353103109549,0.046554861616056264,-0.012238282923324628,-0.45105691672331794,18.8317222815029,0
2015-03-24,28.19696044921875,31.672500610351562,32.0099983215332,31.639999389648438,31.8075008392334,131369200,-0.0040877025926326915,-0.00275502575250941,0.017508635995287847,-0.0005051514205238972,0.0018142366640511276,-0.00203170243386559,0.010780646375888351,0.01308571349287679,0.013224877862827158,0.011682024619295087,-0.00424428909282046,31.45099983215332,31.716999816894532,30.461199951171874,0.007042726125730203,-0.0014030080650713206,0.03976536253073926,-0.00838666917668307,-0.12907554289745082,18.693522245368886,0
2015-03-25,27.460262298583984,30.844999313354492,31.704999923706055,30.844999313354492,31.635000228881836,206620800,-0.026126806568806837,-0.039620175285441595,0.00932591140028416,-0.00798177264434563,0.0010247061425123882,-0.002059384621412247,0.01326204644939561,0.014582180062550775,0.01327722397950897,0.027881362603215266,-0.024972369521467423,31.47949981689453,31.649374866485594,30.531849937438963,-0.02015599063615081,-0.025415211406999316,0.01025648221634734,-0.005367406159132337,0.5728252893372268,19.14639579205989,1
2015-03-26,27.651676177978516,31.059999465942383,31.219999313354492,30.649999618530273,30.690000534057617,190291600,0.006970340650803708,-0.02556864420572913,-0.0016874173533326653,-0.005077622453802988,-8.617792321053974e-05,-0.00234368262411751,0.014872261772995998,0.013523290981980905,0.013003596450335653,0.018351568081938618,0.012056009300950212,31.474249839782715,31.572124862670897,30.601949920654295,-0.01316156464249485,-0.016220808670816544,0.014967985585092825,-0.0031000454772653896,-0.07902979758088247,19.064068195716967,0
2015-03-27,27.43133544921875,30.8125,31.174999237060547,30.727500915527344,31.142499923706055,158184800,-0.00796843110746892,-0.021048463016374086,-0.0027510020872650864,-0.004161507147263687,-0.0001919799480269657,-0.0019906889507699866,0.014431523852081666,0.013586604556040816,0.012734170696100097,0.014523272098440669,-0.010596449370297812,31.46574993133545,31.50699977874756,30.66919990539551,-0.020760666208845202,-0.02204271379771361,0.0046724432018612205,-0.0013092280350963659,-0.16872421063252396,18.87927453409324,1
2015-03-30,28.125747680664062,31.592500686645508,31.600000381469727,31.0,31.012500762939453,188398800,0.025314423907359274,-0.006603225720745676,0.011364592501175164,-0.0011796351421490936,0.001239049261505054,-0.0009701762214994469,0.01900830896930935,0.01551382066046235,0.014064183992294439,0.018991860993243667,0.018702133315194176,31.501250076293946,31.472999858856202,30.766949920654298,0.0028967298164535027,0.0037969316024917266,0.02683238891473616,0.0008976016764983274,0.1910044454334423,19.05407155596739,0
2015-03-31,27.69396209716797,31.107500076293945,31.622499465942383,31.09000015258789,31.522499084472656,168362400,-0.015351763862003431,-0.017838835682994936,-0.020544714983802836,-0.0034324473960232415,-0.0019687994082735693,-0.0018423442736594242,0.020076602055567293,0.015270129883165484,0.014401144363302639,0.017118036230763953,-0.013165168379150848,31.436000061035156,31.411374855041505,30.859149932861328,-0.010449802268208574,-0.009674036241644757,0.008047860811880359,0.0007839582351072405,-0.10635099586621566,18.941629362872106,0
2015-04-01,27.653902053833008,31.0625,31.280000686645508,30.774999618530273,31.204999923706055,162485600,-0.0014465989289906833,0.007051408380201796,-0.03284814494127264,0.0015035941319399893,-0.003239089256202821,-0.0015977264308581264,0.01564741932741831,0.014559551609921164,0.01436224319452407,0.0162575796576333,-0.004566573435489716,31.330500030517577,31.357749938964844,30.936799926757814,-0.00855396595191682,-0.009415533306424195,0.004063124613398195,-0.0008690007573982639,-0.03490565589466532,18.906099946577267,1
2015-04-02,27.892045974731445,31.329999923706055,31.389999389648438,31.047500610351562,31.25749969482422,128880400,0.008611667563977576,0.008692867430977635,-0.017098041609221792,0.001831859514574763,-0.0016228814696141124,-0.0003386111811497949,0.015807178164039943,0.014920368478080264,0.014081609506731499,0.010931975107913135,0.002319450678706746,31.276000022888184,31.34412488937378,31.015649909973146,0.0017265603267155871,-0.0004506415705519684,0.010135206408550257,-0.0021734493059237803,-0.2068195581639235,18.67439540824963,1
