Date,Adj Close,Close,High,Low,Open,Volume,ret_1,ret_5,ret_1_ma_5,ret_1_ma_10,ret_1_vol_5,ret_1_vol_10,hl_range,oc_change,vol_chg_1,log_vol,target_up
2015-01-16,167.43411254882812,201.6300048828125,201.82000732421875,198.5500030517578,198.77000427246094,211879600,0.013114262658634246,-0.012827393474602156,-0.0025459613774126088,-0.0018015788764630947,0.00907213789454286,0.011918327991921347,0.016217845525329757,0.014388491970001974,0.19967680912997232,19.171528751497426,1
2015-01-20,167.7911834716797,202.05999755859375,202.72000122070312,200.1699981689453,202.39999389648438,130991100,0.0021325827772069594,-0.0029114056533946497,-0.0005527313791162669,0.00021764327574081977,0.008707466834570292,0.01048172703826027,0.012620029112978473,-0.0016798238544637161,-0.38176634277202715,18.690639947560282,1
2015-01-21,168.63819885253906,203.0800018310547,203.66000366210938,200.94000244140625,201.5,122942700,0.005048026748417422,0.004948535188731951,0.0010194124187261177,0.0016643425820452862,0.008904813341697739,0.009990764549815678,0.013393742348721933,0.007841200154117555,-0.061442342266001315,18.6272289592685,1
2015-01-22,171.14598083496094,206.10000610351562,206.25999450683594,202.3300018310547,203.99000549316406,174356000,0.014871007707461636,0.02608784963278543,0.005201057754407534,0.0019053267763192716,0.00964135181792475,0.010304272391622009,0.019068377289651196,0.010343647009815249,0.4181891238764075,18.976609749765185,0
2015-01-23,170.2075958251953,204.97000122070312,206.10000610351562,204.80999755859375,205.7899932861328,117516800,-0.005482798880874107,0.0298964768390646,0.0059366162021692315,-0.0004174557963677383,0.008321737537591427,0.008852729518290262,0.006293645593204869,-0.0039846061139112866,-0.32599509050448505,18.58209186856083,1
2015-01-26,170.60623168945312,205.4499969482422,205.55999755859375,203.85000610351562,204.7100067138672,92009700,0.0023417852596987476,0.018945553602748078,0.003782120722382132,0.0006180796724847615,0.0073348518997839365,0.00846250889467325,0.00832315152337974,0.003614821992602048,-0.2170506685001634,18.337404575106486,0
2015-01-27,168.35585021972656,202.74000549316406,204.1199951171875,201.74000549316406,202.97000122070312,134044600,-0.013190515917899215,0.0033653763376548795,0.000717500983360897,8.238480212231502e-05,0.010648828080280844,0.009194828246059415,0.011739121828640207,-0.0011331513334769726,0.4568529187683472,18.71368314581873,0
2015-01-28,166.19679260253906,200.13999938964844,204.2899932861328,199.91000366210938,204.1699981689453,168514300,-0.01282433675184691,-0.014477065269341893,-0.0028569717166919695,-0.0009187796489829259,0.011772147195406566,0.01005033159141467,0.021884628946641126,-0.01973844744790641,0.2571509781072867,18.94253117655879,1
2015-01-29,167.7330322265625,201.99000549316406,202.3000030517578,198.67999267578125,200.3800048828125,173585400,0.009243560053749711,-0.01994177820784382,-0.003982461247434355,0.0006092982534865899,0.009748612460325776,0.010343043782913858,0.017921730172432093,0.00803473685557166,0.03009299507519536,18.972180261032168,0
2015-01-30,165.6239013671875,199.4499969482422,202.1699981689453,199.1300048828125,200.57000732421875,197729700,-0.012574921906261527,-0.026930791040573943,-0.005400885852511838,0.00026786517482869644,0.010507872108141197,0.010749750124445703,0.015241881838292025,-0.005584136885262614,0.1390917669343159,19.102411509532818,1
2015-02-02,167.67489624023438,201.9199981689453,202.02999877929688,197.86000061035156,200.0500030517578,163107000,0.012384062464258161,-0.017181790371046723,-0.003392430411599956,0.00019484515539108793,0.01301775200785339,0.010654853556813384,0.020651734383715172,0.009347638533670438,-0.17510116082712912,18.909916991256154,1
2015-02-03,170.0996551513672,204.83999633789062,204.85000610351562,202.5500030517578,203.0,124212900,0.014461163804598387,0.01035804867232959,0.0021379055328995646,0.0014277032581302307,0.01367180253207936,0.011577309073974895,0.01122829082638665,0.009064021368919335,-0.23845757692802882,18.637507594855077,0
2015-02-04,169.4519805908203,204.05999755859375,205.3800048828125,203.50999450683594,203.9199981689453,134306700,-0.003807844138066896,0.019586280508143483,0.003941204055655567,0.0005421161694817989,0.011650070333008284,0.011608274529627401,0.009164022338281211,0.0006865407557156295,0.08126209113546179,18.715636556004483,1
2015-02-05,171.1626434326172,206.1199951171875,206.3000030517578,204.77000427246094,204.86000061035156,97953200,0.010095058234048215,0.02044650483542476,0.004111503691715268,6.452122214045675e-05,0.01175272827202629,0.011037456118152503,0.007422854723177192,0.006150515000888221,-0.27067525298440065,18.40000038175959,0
2015-02-06,170.68923950195312,205.5500030517578,207.24000549316406,204.9199981689453,206.55999755859375,125672000,-0.0027653409612474755,0.030584137362000607,0.006073419880718078,0.0003362670141031199,0.008690729325337931,0.010918515568307934,0.011286826999630685,-0.004889593913504176,0.28298003536382677,18.649185904119136,0
2015-02-09,169.92532348632812,204.6300048828125,205.63999938964844,204.13999938964844,204.77000427246094,87219000,-0.004475787668627107,0.013421190265660243,0.0027014498541410247,-0.00034549027872946556,0.008898395440000074,0.010991975238081184,0.007330303299650605,-0.0006836909055398487,-0.3059790565917627,18.283932766518298,1
2015-02-10,171.73556518554688,206.80999755859375,207.1199951171875,204.67999267578125,205.8800048828125,96164200,0.010653338336328977,0.009617268384703337,0.0019398847604871427,0.0020388951466933534,0.0077260519818285614,0.010469735672000947,0.011798280886855793,0.004517158799906793,0.10256022196998371,18.38156771540089,1
2015-02-11,171.83514404296875,206.92999267578125,207.4499969482422,205.8300018310547,206.61000061035156,91087800,0.0005802191315895655,0.014064467075980414,0.002817497414418435,0.003379350735037001,0.007136679903552821,0.009127383382974304,0.007828711035261645,0.0015487733627820108,-0.052788875693865256,18.327334445470104,1
2015-02-12,173.48770141601562,208.9199981689453,208.99000549316406,206.97000122070312,207.88999938964844,97545900,0.009616805507174586,0.01358433494123612,0.0027218468690437094,0.003416675280379489,0.007016957212812316,0.009154750476981239,0.009668793270941159,0.004954537410750323,0.07089972531996591,18.39583360467336,1
2015-02-13,174.20187377929688,209.77999877929688,209.83999633789062,208.75999450683594,209.07000732421875,93670400,0.004116411152062627,0.020578913474761373,0.0040981972917057295,0.005085808586211904,0.006310994987530135,0.007235587179167813,0.005148259306603031,0.003395950783017356,-0.03973001428045664,18.35529280616259,1
2015-02-17,174.47589111328125,210.11000061035156,210.32000732421875,209.10000610351562,209.39999389648438,76968200,0.0015730852939983553,0.026780020509100444,0.005307971884230822,0.004004710869185924,0.004605969784092102,0.0068196651022994865,0.005806488111746827,0.003390672084824296,-0.17830819554523092,18.158902920494725,1
2015-02-18,174.49252319335938,210.1300048828125,210.22000122070312,209.33999633789062,209.66000366210938,80652900,9.52085688583626e-05,0.01605341793632631,0.0031963459307366993,0.002568115345611921,0.003910401790270546,0.005810710629995986,0.004187906830836797,0.0022417304802712142,0.04787301768782437,18.205665332130362,0
2015-02-19,174.36798095703125,209.97999572753906,210.4199981689453,209.24000549316406,209.41000366210938,91462500,-0.0007138873639540577,0.014739299085254176,0.0029375246316279747,0.002877511023023205,0.004161605198440111,0.00550798055174905,0.005619548051197969,0.0027218951122764427,0.13402617884787782,18.331439621107865,1
2015-02-20,175.41432189941406,211.24000549316406,211.3300018310547,208.72999572753906,209.47999572753906,140896400,0.006000618112498302,0.011104764237756859,0.0022142871526927175,0.0024680670108682135,0.002803132966617863,0.005044524137716844,0.012308303521606204,0.008401803520724543,0.5404827114937816,18.763535433604428,0
2015-02-23,175.3893585205078,211.2100067138672,211.2100067138672,210.47999572753906,210.94000244140625,74411100,-0.0001420127746486477,0.0068167029406591695,0.0013626023673504628,0.002730399829528096,0.0027266030369698098,0.004804636492097678,0.003456327650787369,0.0012800050693843041,-0.4718736603632172,18.125115695662313,1
2015-02-24,175.8875732421875,211.80999755859375,212.0500030517578,210.75999450683594,211.1199951171875,72472300,0.002840731147456532,0.008090985404330286,0.001616131538042098,0.0034620517111364603,0.0028087645376153204,0.004089154712614916,0.006090404418068205,0.003268295080355826,-0.02605525250937024,18.098714991650816,0
2015-02-25,175.7381591796875,211.6300048828125,212.24000549316406,211.22000122070312,211.66000366210938,73061700,-0.0008497836639248524,0.007138437943865039,0.0014271330914854552,0.0023117395111110772,0.0029641846244860713,0.003401565256923674,0.004819752629244385,-0.00014173097787886543,0.008132762448549213,18.106814861294165,0
2015-02-26,175.530517578125,211.3800048828125,211.7100067138672,210.64999389648438,211.52000427246094,72697900,-0.0011813069708070945,0.006667345384129053,0.001333649170114848,0.0021355869008714114,0.0030545808510476008,0.0035438323457521407,0.0050147260521186746,-0.0006618730466178648,-0.004979353067338987,18.101823070009914,0
2015-02-27,174.9326629638672,210.66000366210938,211.5800018310547,210.60000610351562,211.25999450683594,108076000,-0.003406193604273411,-0.002745700700492848,-0.0005477131732394946,0.0008332869897266116,0.002253316765577846,0.002804987185540564,0.0046520255886396845,-0.002840058981006686,0.48664541891856583,18.49834525056159,1
2015-03-02,176.03709411621094,211.99000549316406,212.05999755859375,210.72000122070312,210.77999877929688,87491400,0.00631349951549387,0.0036930010629352417,0.0007433892847890089,0.0010529958260697358,0.0038368823524158125,0.0031549376351295275,0.006321035441144112,0.005740614483702313,-0.19046411784299933,18.287051072212893,0
2015-03-03,175.31463623046875,211.1199951171875,212.0500030517578,210.0800018310547,211.47000122070312,110325800,-0.004104016007512312,-0.003257648125015278,-0.00064556014620476,0.0004852856959186691,0.0041333780771532136,0.003538424216328566,0.00933119205317159,-0.001655109951743638,0.2609902230390644,18.518948373460624,0
2015-03-04,174.57554626464844,210.22999572753906,210.49000549316406,209.05999755859375,210.39999389648438,114497200,-0.004215609180714619,-0.0066153622972728865,-0.0013187252495627134,5.420392096137094e-05,0.004437821647398737,0.0038408903904260123,0.006802111799610281,-0.0008079761115817838,0.03780983233296298,18.556060935244926,1
2015-03-05,174.76657104492188,210.4600067138672,210.8000030517578,209.85000610351562,210.6199951171875,76873000,0.0010940921419519967,-0.0043523424528982835,-0.0008636454270108951,0.00023500187155197638,0.004570130185603964,0.003843269372439974,0.004513907240978874,-0.0007596069083151202,-0.3286036689106808,18.157665280500833,0
2015-03-06,172.30853271484375,207.5,209.94000244140625,207.10000610351562,209.4199981689453,188128000,-0.014064461747791746,-0.015000491821778872,-0.002995299055714562,-0.0017715061144770283,0.007560119443351071,0.005415082449411348,0.013686729339231927,-0.009168170116191067,1.4472571644140335,19.052633145499648,1
2015-03-09,173.022705078125,208.36000061035156,208.7899932861328,207.5500030517578,207.74000549316406,89818900,0.004144581254706292,-0.017123471808813906,-0.0034290827078720778,-0.0013428467115415344,0.006928292407122178,0.0057195125451127635,0.00595119135507142,0.0029844762722310686,-0.5225649557747916,18.313305989966736,0
2015-03-10,170.2158966064453,204.97999572753906,206.80999755859375,204.92999267578125,206.7100067138672,157121300,-0.01622194698076118,-0.0290829837611557,-0.005852668902521852,-0.003249114524363306,0.009025490760139605,0.007164434886301693,0.009171650512235431,-0.008369265783648522,0.7493122271593173,18.872528682831465,0
2015-03-11,169.81735229492188,204.5,205.5,204.39999389648438,205.2899932861328,110145700,-0.002341671077879637,-0.027255842857768053,-0.005477881281954855,-0.003398303265758784,0.00914853466729357,0.007124341976519914,0.00537900295117665,-0.003848182142184209,-0.2989766505241491,18.517314601853624,1
2015-03-12,171.97640991210938,207.10000610351562,207.17999267578125,205.1999969482422,205.25999450683594,93993500,0.012713966276360011,-0.01596503137491434,-0.0031539064550732522,-0.0020087759410420737,0.0122017512488497,0.008769825367261367,0.009560577832862995,0.008964297212910664,-0.14664394524706825,18.358736199546243,0
2015-03-13,170.92178344726562,205.8300018310547,207.92999267578125,204.5800018310547,206.77000427246094,162410900,-0.006132323684366003,-0.008048183946724352,-0.0015674788423881037,-0.002281388949051333,0.010871728515972654,0.008859998897008654,0.016275522591095517,-0.004546125753170698,0.7278950140169267,18.90564010782335,1
2015-03-16,173.2053985595703,208.5800018310547,208.69000244140625,205.86000061035156,206.7100067138672,136099200,0.013360540132809184,0.0010558707048313742,0.0002757129332324748,-0.0015766848873198015,0.012708356149228226,0.009845066354004277,0.01356794422385195,0.009046466336658732,-0.16200698352142617,18.72889459692114,0
2015-03-17,172.69052124023438,207.9600067138672,208.4199981689453,206.97999572753906,207.69000244140625,94510400,-0.002972457147112695,0.01453805760777338,0.002925610899962172,-0.0014635290012798396,0.009344480912886132,0.00981925952569961,0.006924420056340707,0.0013000350006597522,-0.305577108462063,18.36422044989949,1
2015-03-18,174.76657104492188,210.4600067138672,211.27000427246094,206.6199951171875,207.38999938964844,228808500,0.012021542216238412,0.029144287109375,0.005798253558785782,0.00016018613841546349,0.009526392575038897,0.010623189574260677,0.02209450255123958,0.014803063471015107,1.4209875315309213,19.248395971499978,0
2015-03-19,173.9694061279297,209.5,210.47000122070312,209.02999877929688,209.9600067138672,117917300,-0.004561468608011432,0.011588574725993839,0.002343166581911493,-0.0004053699365808794,0.009523881205519691,0.010718067388798784,0.00687352000671241,-0.002190925410352473,-0.4846463308836866,18.585494097744444,1
2015-03-20,175.5049591064453,210.41000366210938,211.02000427246094,209.49000549316406,209.7100067138672,177715100,0.0043436928978968226,0.022251381189871244,0.004438369898364059,0.0014354455279879774,0.008261901089764706,0.009637827728454276,0.007271511585322961,0.003337928214352109,0.5071164282085834,18.995692269818143,0
