Date,Adj Close,Close,High,Low,Open,Volume,ret_1,ret_5,ret_10,ret_1_ma_5,ret_1_ma_10,ret_1_ma_20,ret_1_vol_5,ret_1_vol_10,ret_1_vol_20,hl_range,oc_change,close_ma_10,close_ma_20,close_ma_50,close_vs_ma_10,close_vs_ma_20,close_vs_ma_50,ma_10_20_diff,vol_chg_1,log_vol,target_up
2015-03-16,173.2053985595703,208.5800018310547,208.69000244140625,205.86000061035156,206.7100067138672,136099200,0.013360540132809184,0.0010558707048313742,-0.016085681276230446,0.0002757129332324748,-0.0015766848873198015,-0.00026184453062503275,0.012708356149228226,0.009845066354004277,0.0072420074646344324,0.01356794422385195,0.009046466336658732,207.86600036621093,209.44000167846679,206.0002005004883,0.0034349122203047866,-0.0041061871682581685,0.012523295240968846,-0.007515285044125797,-0.16200698352142617,18.72889459692114,0
2015-03-17,172.69052124023438,207.9600067138672,208.4199981689453,206.97999572753906,207.69000244140625,94510400,-0.002972457147112695,0.01453805760777338,-0.014967736246707886,0.002925610899962172,-0.0014635290012798396,-0.0004891216526805853,0.009344480912886132,0.00981925952569961,0.007252709568915637,0.006924420056340707,0.0013000350006597522,207.5500015258789,209.33250198364257,206.05080078125,0.00197545258961207,-0.006556532104520674,0.009265704988179468,-0.008515163392557867,-0.305577108462063,18.36422044989949,1
2015-03-18,174.7665557861328,210.4600067138672,211.27000427246094,206.6199951171875,207.38999938964844,228808500,0.012021542216238412,0.029144287109375,0.0010940921419519967,0.005798253558785782,0.00016018613841546349,0.0001071950296884172,0.009526392575038897,0.010623189574260677,0.007774782185642884,0.02209450255123958,0.014803063471015107,207.57300262451173,209.3490020751953,206.2256008911133,0.013908379475426669,0.005306949771238134,0.020532881487345778,-0.008483438817853295,1.4209875315309213,19.248395971499978,0
2015-03-19,173.9693603515625,209.5,210.47000122070312,209.02999877929688,209.9600067138672,117917300,-0.004561468608011432,0.011588574725993839,-0.004561468608011432,0.002343166581911493,-0.0004053699365808794,-8.51840325144515e-05,0.009523881205519691,0.010718067388798784,0.007843467185945118,0.00687352000671241,-0.002190925410352473,207.477001953125,209.32500228881835,206.4192007446289,0.009750468860794781,0.0008360095987969274,0.014924964558808096,-0.008828378432995554,-0.4846463308836866,18.585494097744444,1
2015-03-20,175.50497436523438,210.41000366210938,211.02000427246094,209.49000549316406,209.7100067138672,177715100,0.0043436928978968226,0.022251381189871244,0.01402411403426207,0.004438369898364059,0.0014354455279879774,-0.00016803029324452545,0.008261901089764706,0.009637827728454276,0.007784330635798218,0.007271511585322961,0.003337928214352109,207.76800231933595,209.28350219726562,206.58120086669922,0.012716112747297448,0.005382657749018138,0.018534129820848344,-0.007241372884238095,0.5071164282085834,18.995692269818143,0
2015-03-23,175.16302490234375,210.0,211.11000061035156,210.0,210.4199981689453,71784500,-0.00194859395928626,0.006807930561317566,0.007870989560589292,0.0013765430799449695,0.0008261280065887222,-0.0002583593524764061,0.0068437984110576704,0.009640131040816747,0.007794487960562856,0.005285717192150298,-0.0019959992994967035,207.93200225830077,209.22300186157227,206.66320098876952,0.00994554815631643,0.00371373191051827,0.016146072427339453,-0.006170447760450615,-0.596069776850701,18.089179147206824,0
2015-03-24,174.1787872314453,208.82000732421875,210.39999389648438,208.74000549316406,209.85000610351562,77805300,-0.005619012741815421,0.004135413457332815,0.018733591944181116,0.0008472319610044243,0.0018864214304832982,-0.0006813465469400037,0.007348017653456434,0.008000346488343562,0.00784682533284734,0.00794937431806032,-0.004908261850556217,208.31600341796874,209.07350234985353,206.7546011352539,0.0024194200060509985,-0.0012124684514568385,0.00998965042433908,-0.0036231226021995466,0.08387325954767388,18.16972012307424,0
2015-03-25,171.6263885498047,205.75999450683594,209.35000610351562,205.7100067138672,209.07000732421875,159521700,-0.01465382966217299,-0.02233209188015084,0.006161342331716169,-0.004487842414677856,0.0006552055720539629,-0.0013715488468524107,0.006875246587160297,0.009525370278310704,0.008446597001867194,0.017690510725239673,-0.01583207873642897,208.44200286865234,208.78000183105468,206.81680114746095,-0.012866928569605252,-0.01446502202190103,-0.0051098684186277055,-0.001618924032177449,1.0502677838142134,18.887690527360668,0
2015-03-26,171.2176513671875,205.27000427246094,206.3699951171875,204.1199951171875,204.9600067138672,153067200,-0.002381367843391491,-0.020190910393981243,-0.008836319541873805,-0.004051822261753868,-0.0008543278399211873,-0.0014315518904816304,0.006938251021896462,0.008547996955852065,0.00844943645724862,0.010961172860957847,0.0015124782808312437,208.25900268554688,208.4745018005371,206.88060119628906,-0.014352313103117353,-0.01537117249543607,-0.007785151988706662,-0.0010336953110764435,-0.04046157983521992,18.846387605149086,1
2015-03-27,171.60968017578125,205.74000549316406,205.9499969482422,204.89999389648438,205.1300048828125,118939000,0.00228967316666151,-0.022194753517730592,-0.00043723624879765666,-0.004462626208000931,-1.2128154818435988e-05,-0.0011467585519348844,0.006353018948358666,0.008383507398556405,0.008475328633811546,0.005103543422393366,0.002973726884567892,208.2500030517578,208.22850189208984,206.97820129394532,-0.012052809228386474,-0.011950796246977702,-0.0059822522035680725,0.00010325752465489835,-0.2229622022222919,18.594121323014576,1
